"Rank","Name","NAT","Dive No.","DD","J1","J2","J3","J4","J5","J6","J7","Dive Points","Dive Rank","Total Points","Overall Rank","Points Behind","level","event"
"8","MORALES MENDOZA Sebastian","COL","407C","3.4","7.5","7.5","8.0","7.5","7.0","8.0","7.0","76.50","=4","409.60","8","58.15","final"," men's 3m springboard"
"9","DIEGO LOPEZ Rodrigo","MEX","5154B","3.4","7.5","7.5","7.5","7.0","8.5","7.5","7.0","76.50","2","76.50","2","5.10","final"," men's 3m springboard"
"9","DIEGO LOPEZ Rodrigo","MEX","205B","3.0","6.5","7.0","6.5","7.0","7.0","6.5","7.0","61.50","9","138.00","8","20.10","final"," men's 3m springboard"
"9","DIEGO LOPEZ Rodrigo","MEX","407C","3.4","6.0","6.5","6.5","6.5","6.0","6.0","6.5","64.60","9","202.60","9","34.25","final"," men's 3m springboard"
"9","DIEGO LOPEZ Rodrigo","MEX","307C","3.5","6.0","4.5","5.5","5.0","6.0","6.0","6.0","61.25","9","263.85","10","38.10","final"," men's 3m springboard"
"9","DIEGO LOPEZ Rodrigo","MEX","109C","3.8","7.5","7.5","8.0","8.5","8.5","7.5","7.5","87.40","4","351.25","5","40.00","final"," men's 3m springboard"
"9","DIEGO LOPEZ Rodrigo","MEX","5156B","3.9","3.5","4.5","4.5","4.0","4.5","4.5","3.5","50.70","11","401.95","9","65.80","final"," men's 3m springboard"
"10","DOWN-JENKINS Anton","NZL","405B","3.0","7.5","7.0","7.5","7.5","7.0","7.0","7.0","64.50","11","64.50","11","17.10","final"," men's 3m springboard"
"10","DOWN-JENKINS Anton","NZL","205B","3.0","6.0","6.0","5.0","6.0","6.0","6.0","6.0","54.00","11","118.50","11","39.60","final"," men's 3m springboard"
"10","DOWN-JENKINS Anton","NZL","305B","3.0","6.0","6.5","6.5","7.0","6.0","6.5","6.5","58.50","11","177.00","11","59.85","final"," men's 3m springboard"
"10","DOWN-JENKINS Anton","NZL","107B","3.1","7.5","8.0","7.5","8.5","8.0","8.0","7.0","72.85","4","249.85","11","52.10","final"," men's 3m springboard"
"10","DOWN-JENKINS Anton","NZL","5152B","3.0","8.0","8.0","8.0","8.5","8.0","8.0","8.0","72.00","7","321.85","11","69.40","final"," men's 3m springboard"
"10","DOWN-JENKINS Anton","NZL","5154B","3.4","7.0","7.5","8.0","7.0","7.0","7.0","7.0","71.40","8","393.25","10","74.50","final"," men's 3m springboard"
"11","WOO Haram","KOR","5154B","3.4","5.5","6.5","6.5","5.5","6.5","6.0","6.0","62.90","12","62.90","12","18.70","final"," men's 3m springboard"
"11","WOO Haram","KOR","407C","3.4","7.5","7.0","7.0","7.0","7.0","7.0","7.0","71.40","7","134.30","9","23.80","final"," men's 3m springboard"
"11","WOO Haram","KOR","109C","3.8","7.0","6.5","6.5","6.5","6.0","6.5","7.0","74.10","5","208.40","7","28.45","final"," men's 3m springboard"
"11","WOO Haram","KOR","307C","3.5","8.0","8.5","8.5","7.5","8.0","8.0","7.5","84.00","=1","292.40","3","9.55","final"," men's 3m springboard"
"11","WOO Haram","KOR","207C","3.6","3.5","3.0","4.0","2.5","3.5","3.5","3.0","36.00","12","328.40","10","62.85","final"," men's 3m springboard"
"11","WOO Haram","KOR","5156B","3.9","5.5","6.0","4.5","5.5","5.0","5.0","5.0","60.45","10","388.85","11","78.90","final"," men's 3m springboard"
"12","KNIGHT-WISDOM Yona","JAM","107B","3.1","8.0","7.5","7.5","8.5","8.0","7.5","7.5","71.30","=3","71.30","=3","10.30","final"," men's 3m springboard"
"12","KNIGHT-WISDOM Yona","JAM","407C","3.4","3.0","3.5","3.0","3.5","4.0","3.5","3.5","35.70","12","107.00","12","51.10","final"," men's 3m springboard"
"12","KNIGHT-WISDOM Yona","JAM","5154B","3.4","6.5","7.5","7.0","6.5","6.0","6.5","7.5","68.00","8","175.00","12","61.85","final"," men's 3m springboard"
"12","KNIGHT-WISDOM Yona","JAM","205B","3.0","7.5","8.0","8.0","8.0","7.5","7.5","7.5","69.00","8","244.00","12","57.95","final"," men's 3m springboard"
"12","KNIGHT-WISDOM Yona","JAM","307C","3.5","7.5","7.5","7.0","7.5","6.5","6.5","7.5","77.00","6","321.00","12","70.25","final"," men's 3m springboard"
"12","KNIGHT-WISDOM Yona","JAM","109C","3.8","5.5","6.0","6.0","6.0","5.0","5.0","4.5","62.70","9","383.70","12","84.05","final"," men's 3m springboard"
"1","CHEN Yiwen","CHN","405B","3.0","8.0","8.5","8.0","8.5","8.0","8.0","8.0","72.00","2","72.00","2","1.50","final","women's 3m springboard"
"1","CHEN Yiwen","CHN","205B","3.0","8.5","8.5","8.0","8.5","8.5","9.0","9.0","76.50","1","148.50","1",NA,"final","women's 3m springboard"
"1","CHEN Yiwen","CHN","305B","3.0","8.5","8.5","8.0","8.5","8.0","8.0","8.5","75.00","1","223.50","1",NA,"final","women's 3m springboard"
"1","CHEN Yiwen","CHN","107B","3.1","8.5","8.5","8.5","9.0","8.5","8.5","9.0","79.05","1","302.55","1",NA,"final","women's 3m springboard"
"1","CHEN Yiwen","CHN","5152B","3.0","9.0","9.0","9.0","8.5","9.0","9.0","10","81.00","1","383.55","1",NA,"final","women's 3m springboard"
"10","HEIMBERG Michelle","SUI","405B","3.0","7.0","7.0","7.0","6.5","7.0","7.0","7.0","63.00","=6","63.00","=6","10.50","final","women's 3m springboard"
"10","HEIMBERG Michelle","SUI","5152B","3.0","7.0","7.0","7.0","7.0","7.0","7.5","7.0","63.00","=5","126.00","6","22.50","final","women's 3m springboard"
"10","HEIMBERG Michelle","SUI","107B","3.1","6.0","5.5","6.5","6.5","5.5","6.0","5.5","54.25","10","180.25","7","43.25","final","women's 3m springboard"
"10","HEIMBERG Michelle","SUI","205B","3.0","7.0","7.5","7.5","8.0","6.5","7.5","7.5","67.50","=6","247.75","5","54.80","final","women's 3m springboard"
"10","HEIMBERG Michelle","SUI","305B","3.0","3.5","4.5","4.5","4.5","3.5","4.0","3.5","36.00","12","283.75","10","99.80","final","women's 3m springboard"
"11","NG Yan Yee","MAS","405B","3.0","6.0","6.0","7.0","7.0","7.0","6.0","6.5","58.50","=9","58.50","=9","15.00","final","women's 3m springboard"
"11","NG Yan Yee","MAS","107B","3.1","3.5","4.0","4.0","5.0","4.0","5.0","4.0","37.20","12","95.70","12","52.80","final","women's 3m springboard"
"11","NG Yan Yee","MAS","205B","3.0","7.5","7.0","7.0","7.5","7.0","7.0","6.5","63.00","5","158.70","11","64.80","final","women's 3m springboard"
"11","NG Yan Yee","MAS","305B","3.0","6.0","6.5","6.0","7.5","5.5","6.5","6.0","55.50","=9","214.20","11","88.35","final","women's 3m springboard"
"11","NG Yan Yee","MAS","5152B","3.0","6.5","6.5","6.0","6.5","6.5","5.5","6.0","57.00","11","271.20","11","112.35","final","women's 3m springboard"
"2","BACON Sarah","USA","405B","3.0","8.5","7.5","8.0","8.0","8.5","8.0","8.5","73.50","1","73.50","1",NA,"final","women's 3m springboard"
"2","BACON Sarah","USA","205B","3.0","7.5","7.5","7.0","7.0","7.0","7.0","7.0","63.00","=5","136.50","2","12.00","final","women's 3m springboard"
"2","BACON Sarah","USA","305B","3.0","9.0","7.5","7.5","7.0","8.5","8.0","7.5","69.00","=2","205.50","2","18.00","final","women's 3m springboard"
"2","BACON Sarah","USA","107B","3.1","7.5","6.5","7.5","7.5","7.0","7.5","8.0","69.75","4","275.25","2","27.30","final","women's 3m springboard"
"2","BACON Sarah","USA","5152B","3.0","8.5","8.0","8.0","8.5","8.5","8.0","8.0","73.50","=2","348.75","2","34.80","final","women's 3m springboard"
"3","CHANG Yani","CHN","405B","3.0","7.0","7.5","7.5","7.5","7.5","7.5","7.5","67.50","3","67.50","3","6.00","final","women's 3m springboard"
"3","CHANG Yani","CHN","205B","3.0","7.0","6.0","6.5","7.0","7.0","7.0","7.0","63.00","=5","130.50","5","18.00","final","women's 3m springboard"
"3","CHANG Yani","CHN","305B","3.0","6.5","7.5","7.0","7.5","7.0","7.5","8.0","66.00","4","196.50","3","27.00","final","women's 3m springboard"
"3","CHANG Yani","CHN","107B","3.1","7.5","8.0","8.0","8.5","7.5","8.0","8.0","74.40","2","270.90","3","31.65","final","women's 3m springboard"
"3","CHANG Yani","CHN","5152B","3.0","7.5","9.0","8.5","8.0","8.0","8.5","8.0","73.50","=2","344.40","3","39.15","final","women's 3m springboard"
"4","VAZQUEZ MONTANO Aranza","MEX","405B","3.0","8.0","7.0","7.5","7.0","7.5","7.0","7.5","66.00","=4","66.00","=4","7.50","final","women's 3m springboard"
"4","VAZQUEZ MONTANO Aranza","MEX","107B","3.1","7.0","7.0","7.0","6.5","7.0","7.0","7.5","65.10","=2","131.10","=3","17.40","final","women's 3m springboard"
"4","VAZQUEZ MONTANO Aranza","MEX","205B","3.0","7.0","6.5","6.0","6.0","6.5","6.5","6.5","58.50","=7","189.60","=4","33.90","final","women's 3m springboard"
"4","VAZQUEZ MONTANO Aranza","MEX","305B","3.0","7.5","7.0","7.5","7.0","8.0","7.5","8.0","67.50","=6","257.10","4","45.45","final","women's 3m springboard"
"4","VAZQUEZ MONTANO Aranza","MEX","5152B","3.0","8.0","7.5","7.5","7.5","8.0","8.0","8.0","70.50","5","327.60","4","55.95","final","women's 3m springboard"
"5","ABEL Jennifer","CAN","405B","3.0","6.5","7.0","6.5","7.0","6.5","7.0","6.5","60.00","8","60.00","8","13.50","final","women's 3m springboard"
"5","ABEL Jennifer","CAN","305B","3.0","7.5","7.0","7.0","6.5","7.5","7.5","7.0","64.50","4","124.50","7","24.00","final","women's 3m springboard"
"5","ABEL Jennifer","CAN","107B","3.1","7.5","7.0","7.5","7.5","7.5","6.5","8.0","*51.15","11","175.65","10","47.85","final","women's 3m springboard"
"5","ABEL Jennifer","CAN","205B","3.0","7.5","8.0","7.5","7.5","7.5","8.0","8.0","69.00","5","244.65","7","57.90","final","women's 3m springboard"
"5","ABEL Jennifer","CAN","5154B","3.4","7.0","7.0","6.5","7.0","6.5","7.0","7.0","71.40","4","316.05","5","67.50","final","women's 3m springboard"
"6","MIKAMI Sayaka","JPN","405B","3.0","7.0","7.0","6.5","7.0","7.0","7.0","7.0","63.00","=6","63.00","=6","10.50","final","women's 3m springboard"
"6","MIKAMI Sayaka","JPN","107B","3.1","5.0","5.5","5.5","4.5","6.0","6.0","6.5","52.70","10","115.70","10","32.80","final","women's 3m springboard"
"6","MIKAMI Sayaka","JPN","305B","3.0","6.0","6.5","7.0","6.5","6.5","7.0","7.0","60.00","6","175.70","9","47.80","final","women's 3m springboard"
"6","MIKAMI Sayaka","JPN","205B","3.0","8.5","8.5","8.0","8.0","8.0","7.5","7.5","72.00","3","247.70","6","54.85","final","women's 3m springboard"
"6","MIKAMI Sayaka","JPN","5154B","3.4","6.0","5.5","5.5","6.0","6.0","6.0","5.0","59.50","10","307.20","6","76.35","final","women's 3m springboard"
"7","MEW JENSEN Scarlett","GBR","405B","3.0","6.5","6.0","7.0","6.5","6.5","6.0","6.5","58.50","=9","58.50","=9","15.00","final","women's 3m springboard"
"7","MEW JENSEN Scarlett","GBR","107B","3.1","6.5","6.0","6.5","7.5","6.0","6.5","6.5","60.45","=8","118.95","=8","29.55","final","women's 3m springboard"
"7","MEW JENSEN Scarlett","GBR","205B","3.0","8.0","7.5","7.5","8.0","7.0","7.0","8.5","69.00","=2","187.95","6","35.55","final","women's 3m springboard"
"7","MEW JENSEN Scarlett","GBR","305B","3.0","5.0","6.0","5.5","7.0","6.0","6.5","6.5","55.50","=9","243.45","8","59.10","final","women's 3m springboard"
"7","MEW JENSEN Scarlett","GBR","5152B","3.0","6.5","6.5","7.0","7.0","6.5","7.0","7.0","61.50","8","304.95","7","78.60","final","women's 3m springboard"
"8","ENOMOTO Haruka","JPN","5152B","3.0","7.0","7.0","7.0","7.5","7.5","7.5","7.5","66.00","=4","66.00","=4","7.50","final","women's 3m springboard"
"8","ENOMOTO Haruka","JPN","107B","3.1","7.0","7.0","7.0","7.5","7.0","7.0","7.0","65.10","=2","131.10","=3","17.40","final","women's 3m springboard"
"8","ENOMOTO Haruka","JPN","405B","3.0","6.5","6.5","5.5","6.5","6.5","6.5","5.5","58.50","=7","189.60","=4","33.90","final","women's 3m springboard"
"8","ENOMOTO Haruka","JPN","305B","3.0","5.0","5.0","5.0","6.0","5.5","6.0","5.0","46.50","12","236.10","9","66.45","final","women's 3m springboard"
"8","ENOMOTO Haruka","JPN","205B","3.0","7.0","7.0","7.0","7.0","7.0","7.0","6.5","63.00","=6","299.10","8","84.45","final","women's 3m springboard"
"9","PYSMENSKA Anna","UKR","5152B","3.0","6.5","6.5","6.0","5.5","6.5","6.5","6.5","58.50","=9","58.50","=9","15.00","final","women's 3m springboard"
"9","PYSMENSKA Anna","UKR","107B","3.1","7.0","6.5","6.0","5.0","6.5","6.5","7.0","60.45","=8","118.95","=8","29.55","final","women's 3m springboard"
"9","PYSMENSKA Anna","UKR","305B","3.0","6.0","6.0","6.0","7.0","6.5","7.0","6.5","57.00","9","175.95","8","47.55","final","women's 3m springboard"
"9","PYSMENSKA Anna","UKR","405B","3.0","5.5","5.5","5.5","5.5","6.0","6.0","5.5","49.50","11","225.45","10","77.10","final","women's 3m springboard"
"9","PYSMENSKA Anna","UKR","205B","3.0","6.5","7.0","7.0","7.0","7.0","7.0","7.0","63.00","=6","288.45","9","95.10","final","women's 3m springboard"
"12","PICKENS Samantha","USA","405B","3.0","5.5","6.0","5.5","5.5","6.0","6.0","6.0","52.50","12","52.50","12","21.00","final","women's 3m springboard"
"12","PICKENS Samantha","USA","107B","3.1","4.5","5.0","5.5","4.0","5.5","5.0","5.0","46.50","11","99.00","11","49.50","final","women's 3m springboard"
"12","PICKENS Samantha","USA","205B","3.0","4.0","3.5","4.0","4.0","3.5","4.0","4.0","36.00","12","135.00","12","88.50","final","women's 3m springboard"
"12","PICKENS Samantha","USA","305B","3.0","6.5","6.5","6.0","7.0","7.0","7.0","6.5","60.00","8","195.00","12","107.55","final","women's 3m springboard"
"12","PICKENS Samantha","USA","5152B","3.0","6.5","7.0","6.5","7.0","6.5","7.5","6.5","60.00","9","255.00","12","128.55","final","women's 3m springboard"
"1","DALEY Thomas","GBR","307C","3.4","9.5","9.5","9.0","9.0","9.0","9.0","9.0","91.80","1","91.80","1",NA,"final"," men's 10m platform"
"1","DALEY Thomas","GBR","407C","3.2","9.5","8.0","8.5","8.5","9.0","8.5","8.5","81.60","4","173.40","3","5.85","final"," men's 10m platform"
"1","DALEY Thomas","GBR","5172B","3.6","9.0","8.5","8.5","8.5","9.0","7.5","8.0","91.80","1","265.20","1",NA,"final"," men's 10m platform"
"1","DALEY Thomas","GBR","626B","3.5","9.0","9.0","9.0","9.5","9.5","9.0","9.5","96.25","1","361.45","1",NA,"final"," men's 10m platform"
"1","DALEY Thomas","GBR","109C","3.7","6.5","6.5","7.0","7.0","8.0","6.5","7.0","75.85","9","437.30","1",NA,"final"," men's 10m platform"
"1","DALEY Thomas","GBR","207B","3.6","10","10","9.5","10","9.5","9.5","9.5","104.40","1","541.70","1",NA,"final"," men's 10m platform"
"2","WILLARS VALDEZ Randal","MEX","407B","3.5","8.5","8.5","8.0","9.0","8.5","8.5","8.5","89.25","2","89.25","2","2.55","final"," men's 10m platform"
"2","WILLARS VALDEZ Randal","MEX","207B","3.6","8.0","8.0","8.5","8.0","8.5","8.5","8.5","90.00","3","179.25","1",NA,"final"," men's 10m platform"
"2","WILLARS VALDEZ Randal","MEX","626B","3.5","7.0","7.0","6.5","6.5","7.0","6.5","6.5","70.00","8","249.25","3","15.95","final"," men's 10m platform"
"2","WILLARS VALDEZ Randal","MEX","109C","3.7","9.0","8.5","8.0","8.5","9.0","8.5","8.5","94.35","2","343.60","2","17.85","final"," men's 10m platform"
"2","WILLARS VALDEZ Randal","MEX","307C","3.4","9.0","9.0","9.0","9.0","8.5","8.5","8.0","90.10","1","433.70","2","3.60","final"," men's 10m platform"
"2","WILLARS VALDEZ Randal","MEX","5255B","3.6","7.5","7.5","7.5","7.5","7.5","7.5","7.0","81.00","3","514.70","2","27.00","final"," men's 10m platform"
"3","WIENS Rylan","CAN","5253B","3.2","8.5","9.5","9.0","9.0","8.5","8.5","9.0","84.80","4","84.80","4","7.00","final"," men's 10m platform"
"3","WIENS Rylan","CAN","109C","3.7","9.0","8.5","8.5","8.5","8.5","9.0","8.5","94.35","1","179.15","2","0.10","final"," men's 10m platform"
"3","WIENS Rylan","CAN","6243D","3.2","8.5","8.0","7.5","7.0","8.0","7.0","8.0","75.20","5","254.35","2","10.85","final"," men's 10m platform"
"3","WIENS Rylan","CAN","207C","3.3","6.5","7.5","7.0","7.0","7.5","7.0","7.0","69.30","9","323.65","3","37.80","final"," men's 10m platform"
"3","WIENS Rylan","CAN","407C","3.2","9.0","8.0","8.0","8.5","9.0","8.5","8.5","81.60","6","405.25","3","32.05","final"," men's 10m platform"
"3","WIENS Rylan","CAN","307C","3.4","8.0","8.5","8.0","8.0","8.0","8.5","8.5","83.30","2","488.55","3","53.15","final"," men's 10m platform"
"4","BARTHEL Timo","GER","6245D","3.6","8.0","8.5","8.0","8.0","7.5","7.5","8.0","86.40","3","86.40","3","5.40","final"," men's 10m platform"
"4","BARTHEL Timo","GER","407C","3.2","7.5","6.5","6.5","7.0","7.5","6.5","6.5","64.00","10","150.40","7","28.85","final"," men's 10m platform"
"4","BARTHEL Timo","GER","109C","3.7","7.0","6.5","6.0","6.5","7.5","6.5","7.0","74.00","6","224.40","6","40.80","final"," men's 10m platform"
"4","BARTHEL Timo","GER","207B","3.6","7.5","7.0","7.0","7.0","7.5","6.5","6.5","75.60","7","300.00","6","61.45","final"," men's 10m platform"
"4","BARTHEL Timo","GER","307C","3.4","9.0","8.5","8.0","9.0","8.5","8.5","8.0","86.70","2","386.70","5","50.60","final"," men's 10m platform"
"4","BARTHEL Timo","GER","5255B","3.6","7.0","7.5","7.5","7.5","7.5","6.5","7.0","79.20","4","465.90","4","75.80","final"," men's 10m platform"
"5","ZSOMBOR-MURRAY Nathan","CAN","407C","3.2","8.0","7.0","7.5","7.0","7.5","7.5","7.5","72.00","=9","72.00","=9","19.80","final"," men's 10m platform"
"5","ZSOMBOR-MURRAY Nathan","CAN","109C","3.7","8.5","7.5","8.0","8.5","8.0","8.0","9.0","90.65","2","162.65","4","16.60","final"," men's 10m platform"
"5","ZSOMBOR-MURRAY Nathan","CAN","207C","3.3","8.0","7.0","7.5","7.5","7.0","7.0","7.0","70.95","7","233.60","5","31.60","final"," men's 10m platform"
"5","ZSOMBOR-MURRAY Nathan","CAN","6243D","3.2","8.0","8.0","8.0","8.0","8.0","8.0","8.5","76.80","=5","310.40","5","51.05","final"," men's 10m platform"
"5","ZSOMBOR-MURRAY Nathan","CAN","307C","3.4","7.5","7.5","8.0","7.5","7.5","7.5","8.0","76.50","8","386.90","4","50.40","final"," men's 10m platform"
"5","ZSOMBOR-MURRAY Nathan","CAN","5253B","3.2","7.5","7.5","8.0","7.5","8.0","8.0","8.0","75.20","5","462.10","5","79.60","final"," men's 10m platform"
"6","DIXON Matthew","GBR","626C","3.3","7.5","7.5","7.5","7.5","7.5","7.5","7.5","74.25","7","74.25","7","17.55","final"," men's 10m platform"
"6","DIXON Matthew","GBR","407C","3.2","6.5","7.5","7.5","7.5","7.0","6.5","6.5","67.20","9","141.45","8","37.80","final"," men's 10m platform"
"6","DIXON Matthew","GBR","207B","3.6","6.0","6.0","6.0","6.5","6.5","6.0","6.0","64.80","11","206.25","10","58.95","final"," men's 10m platform"
"6","DIXON Matthew","GBR","307C","3.4","8.0","7.5","8.0","8.0","8.0","8.0","8.0","81.60","=3","287.85","7","73.60","final"," men's 10m platform"
"6","DIXON Matthew","GBR","109C","3.7","7.0","7.5","7.5","7.0","7.5","7.0","7.0","79.55","7","367.40","8","69.90","final"," men's 10m platform"
"6","DIXON Matthew","GBR","5253B","3.2","7.0","7.5","7.5","7.0","7.5","7.0","7.5","70.40","8","437.80","6","103.90","final"," men's 10m platform"
"7","EIKERMANN GREGORCHUK Jaden Shiloh","GER","407C","3.2","7.5","7.5","7.5","8.0","8.0","7.5","8.0","73.60","8","73.60","8","18.20","final"," men's 10m platform"
"7","EIKERMANN GREGORCHUK Jaden Shiloh","GER","109C","3.7","4.5","4.5","4.5","4.0","3.5","3.5","4.5","48.10","12","121.70","11","57.55","final"," men's 10m platform"
"7","EIKERMANN GREGORCHUK Jaden Shiloh","GER","207C","3.3","8.5","8.5","8.0","9.0","7.5","8.5","8.5","84.15","=2","205.85","11","59.35","final"," men's 10m platform"
"7","EIKERMANN GREGORCHUK Jaden Shiloh","GER","307C","3.4","8.0","8.0","8.0","8.0","8.0","8.0","8.0","81.60","=3","287.45","8","74.00","final"," men's 10m platform"
"7","EIKERMANN GREGORCHUK Jaden Shiloh","GER","626C","3.3","8.5","8.0","8.0","8.0","8.5","8.5","8.5","82.50","5","369.95","7","67.35","final"," men's 10m platform"
"7","EIKERMANN GREGORCHUK Jaden Shiloh","GER","5255B","3.6","5.0","5.5","5.5","6.0","4.0","5.5","5.5","59.40","10","429.35","7","112.35","final"," men's 10m platform"
"8","TAMAI Rikuto","JPN","407C","3.2","9.0","9.0","8.5","8.5","8.5","8.5","9.0","83.20","5","83.20","5","8.60","final"," men's 10m platform"
"8","TAMAI Rikuto","JPN","207B","3.6","8.0","7.0","7.0","7.0","6.5","7.0","6.5","75.60","5","158.80","5","20.45","final"," men's 10m platform"
"8","TAMAI Rikuto","JPN","109C","3.7","6.5","7.0","7.0","7.0","7.0","7.0","6.5","77.70","4","236.50","4","28.70","final"," men's 10m platform"
"8","TAMAI Rikuto","JPN","6243D","3.2","8.0","8.0","8.0","8.0","7.5","8.0","7.5","76.80","=5","313.30","4","48.15","final"," men's 10m platform"
"8","TAMAI Rikuto","JPN","307C","3.4","4.5","4.5","5.5","4.5","4.5","4.0","3.5","45.90","12","359.20","9","78.10","final"," men's 10m platform"
"8","TAMAI Rikuto","JPN","5255B","3.6","6.0","7.0","6.0","5.5","5.5","6.0","6.0","64.80","9","424.00","8","117.70","final"," men's 10m platform"
"9","TERNOVOI Ruslan","RUS","407C","3.2","7.0","6.5","7.0","7.5","7.0","7.5","7.0","67.20","11","67.20","11","24.60","final"," men's 10m platform"
"9","TERNOVOI Ruslan","RUS","307C","3.4","7.0","6.5","7.0","7.0","6.0","7.0","7.0","71.40","7","138.60","10","40.65","final"," men's 10m platform"
